"category","region","graduation","experience_text","job_salary","job_id"
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","3-5 лет",79800,1145700
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","3-5 лет",79800,1145699
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","3-5 лет",79800,1145695
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","3-5 лет",79800,1145692
"Образование, наука","КЫЗЫЛОРДИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",80000,1145506
"Образование, наука","КЫЗЫЛОРДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",70000,1145444
"Образование, наука","КЫЗЫЛОРДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",70000,1145443
"Образование, наука","АКМОЛИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",42500,1145431
"Образование, наука","АКМОЛИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",100000,1145430
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1145375
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1145374
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",50000,1145220
"Образование, наука","С-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",50000,1145103
"Образование, наука","С-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1145101
"Образование, наука","С-КАЗАХСТАНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",42500,1145100
"Образование, наука","С-КАЗАХСТАНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",55000,1145098
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",60000,1145022
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",60000,1145021
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",60000,1145020
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",60000,1145018
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",89000,1145017
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",75000,1145015
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",85000,1145013
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",70000,1145011
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",63000,1145010
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",75000,1144862
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",54507,1144856
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1144855
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",42500,1144851
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1144849
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1144848
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1144847
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1144846
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",58577,1144844
"Образование, наука","АТЫРАУСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",48000,1144735
"Образование, наука","З-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",70000,1144635
"Образование, наука","З-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",75000,1144631
"Образование, наука","З-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",50000,1144627
"Образование, наука","З-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",70000,1144622
"Образование, наука","АКМОЛИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",90000,1144564
"Образование, наука","АКМОЛИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",90000,1144540
"Образование, наука","ТУРКЕСТАНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",70000,1144514
"Образование, наука","ТУРКЕСТАНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",50000,1144473
"Образование, наука","ТУРКЕСТАНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",50000,1144471
"Образование, наука","ТУРКЕСТАНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",50000,1144470
"Образование, наука","ТУРКЕСТАНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",50000,1144469
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",75000,1144423
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",80565,1144383
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",80565,1144380
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",100000,1144371
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",80565,1144370
"Образование, наука","АСТАНА","высшее","до 3 лет",70000,1144183
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",70000,1143961
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",60000,1143960
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",60000,1143959
"Образование, наука","МАНГИСТАУСКАЯ ОБЛАСТЬ","высшее","Без опыта",80000,1143947
"Образование, наука","МАНГИСТАУСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",70000,1143945
"Образование, наука","МАНГИСТАУСКАЯ ОБЛАСТЬ","высшее","Без опыта",70000,1143944
"Образование, наука","МАНГИСТАУСКАЯ ОБЛАСТЬ","высшее","Без опыта",70000,1143943
"Образование, наука","МАНГИСТАУСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",70000,1143939
"Образование, наука","АКТЮБИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",50000,1143795
"Образование, наука","АКТЮБИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",45000,1143792
"Образование, наука","АКТЮБИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",50000,1143791
"Образование, наука","АКТЮБИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",60000,1143788
"Образование, наука","АКТЮБИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",42500,1143787
"Образование, наука","ПАВЛОДАРСКАЯ ОБЛАСТЬ","высшее","до 3 лет",55000,1143492
"Образование, наука","КЫЗЫЛОРДИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",100000,1143362
"Образование, наука","МАНГИСТАУСКАЯ ОБЛАСТЬ","высшее","Без опыта",80000,1143303
"Образование, наука","МАНГИСТАУСКАЯ ОБЛАСТЬ","высшее","Без опыта",70000,1143300
"Образование, наука","МАНГИСТАУСКАЯ ОБЛАСТЬ","высшее","Без опыта",70000,1143294
"Образование, наука","МАНГИСТАУСКАЯ ОБЛАСТЬ","высшее","Без опыта",70000,1143293
"Образование, наука","МАНГИСТАУСКАЯ ОБЛАСТЬ","высшее","Без опыта",80000,1143289
"Образование, наука","МАНГИСТАУСКАЯ ОБЛАСТЬ","высшее","до 3 лет",70000,1143284
"Образование, наука","МАНГИСТАУСКАЯ ОБЛАСТЬ","послевузовское","до 3 лет",100000,1143264
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",80000,1143101
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",80000,1143099
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",50000,1143094
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",80000,1142810
"Образование, наука","ПАВЛОДАРСКАЯ ОБЛАСТЬ","высшее","3-5 лет",114853,1143044
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",60000,1143038
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",50000,1143036
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",42500,1143011
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",42500,1143009
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",60000,1142997
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",60000,1142994
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",65000,1142992
"Образование, наука","АКМОЛИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",80000,1142800
"Образование, наука","АКМОЛИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",70000,1142798
"Образование, наука","АКМОЛИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",70000,1142797
"Образование, наука","АКМОЛИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",42500,1142796
"Образование, наука","АКМОЛИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",80000,1142794
"Образование, наука","АКМОЛИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",80000,1142790
"Образование, наука","АКМОЛИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",42500,1142781
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",65000,1142432
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",80000,1142372
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",80000,1142371
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",80000,1142370
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",80000,1142367
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",80000,1142362
"Образование, наука","АСТАНА","высшее","до 3 лет",100000,1142271
"Образование, наука","АСТАНА","высшее","до 3 лет",42500,1142207
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",42500,1141756
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",60000,1141732
"Образование, наука","З-КАЗАХСТАНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",54401,1141575
"Образование, наука","С-КАЗАХСТАНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",70000,1141260
"Образование, наука","С-КАЗАХСТАНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",70000,1141258
"Образование, наука","С-КАЗАХСТАНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",70000,1141256
"Образование, наука","С-КАЗАХСТАНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",42500,1141253
"Образование, наука","С-КАЗАХСТАНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",42500,1141252
"Образование, наука","С-КАЗАХСТАНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",42500,1141246
"Образование, наука","С-КАЗАХСТАНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",42500,1141243
"Образование, наука","С-КАЗАХСТАНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",42500,1141240
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","Без опыта",80000,1141201
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","Без опыта",80000,1141199
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","Без опыта",80000,1141195
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","Без опыта",50000,1141189
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","Без опыта",120000,1141187
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","Без опыта",50000,1141184
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",54506,1140860
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",54506,1140859
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","3-5 лет",53000,1140852
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1140849
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",59957,1140845
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",48278,1140842
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","Без опыта",70000,1140836
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",50000,1140760
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",50000,1140735
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",60000,1140729
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",72465,1140716
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","Без опыта",50000,1140683
"Образование, наука","АСТАНА","высшее","до 3 лет",140000,1140431
"Образование, наука","АСТАНА","высшее","до 3 лет",140000,1140418
"Образование, наука","АСТАНА","высшее","3-5 лет",140000,1140399
"Образование, наука","АСТАНА","высшее","до 3 лет",140000,1140390
"Образование, наука","АСТАНА","высшее","до 3 лет",141000,1140380
"Образование, наука","АСТАНА","высшее","до 3 лет",140000,1140374
"Образование, наука","АСТАНА","высшее","до 3 лет",140000,1140360
"Образование, наука","АСТАНА","высшее","до 3 лет",140000,1140356
"Образование, наука","АСТАНА","высшее","до 3 лет",140000,1140350
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1140323
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","Без опыта",53500,1140320
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",60000,1140257
"Образование, наука","ПАВЛОДАРСКАЯ ОБЛАСТЬ","высшее","до 3 лет",60000,1140135
"Образование, наука","ЖАМБЫЛСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1140067
"Образование, наука","ЖАМБЫЛСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1140062
"Образование, наука","ЖАМБЫЛСКАЯ ОБЛАСТЬ","высшее","3-5 лет",50000,1140048
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",80000,1140011
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",82000,1140007
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",82000,1139992
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",82000,1139989
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",82000,1139987
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",56000,1139935
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",60000,1139931
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",50000,1139926
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",54000,1139921
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","послесреднее","до 3 лет",43000,1139919
"Образование, наука","АКМОЛИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",200000,1139856
"Образование, наука","АСТАНА","высшее","до 3 лет",60000,1139753
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",42500,1139726
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1139725
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",42500,1139724
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",63000,1139723
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",42500,1139721
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",63000,1139720
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",60878,1139466
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",150000,1139007
"Образование, наука","АКМОЛИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",65153,1138930
"Образование, наука","АТЫРАУСКАЯ ОБЛАСТЬ","высшее","до 3 лет",81000,1138866
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",50000,1138786
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",50000,1138785
"Образование, наука","АТЫРАУСКАЯ ОБЛАСТЬ","высшее","Без опыта",99767,1138781
"Образование, наука","АКМОЛИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",100000,1138710
"Образование, наука","ПАВЛОДАРСКАЯ ОБЛАСТЬ","высшее","до 3 лет",147503,1138534
"Образование, наука","ПАВЛОДАРСКАЯ ОБЛАСТЬ","высшее","до 3 лет",147503,1138530
"Образование, наука","ПАВЛОДАРСКАЯ ОБЛАСТЬ","высшее","до 3 лет",147503,1138527
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",100000,1138344
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",80000,1138329
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",75000,1138327
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",110000,1137688
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",120000,1137679
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",110000,1137673
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",90000,1137589
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","послесреднее","до 3 лет",42500,1137501
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",150000,1137459
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",150000,1137457
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",150000,1137455
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",150000,1137450
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",150000,1137448
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",150000,1137438
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",150000,1137434
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",45000,1137424
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",80000,1137422
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",45000,1137421
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",80000,1137420
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",45000,1137419
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","3-5 лет",80000,1137418
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","3-5 лет",42500,1137415
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",74150,1137324
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",100000,1137265
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1137056
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1137055
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1137052
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1137049
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1137047
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1137026
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","до 3 лет",77586,1136994
"Образование, наука","г. ШЫМКЕНТ","послевузовское","Без опыта",60000,1136947
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",50000,1136935
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",60000,1136933
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","техническое и профессиональное","Без опыта",60000,1136932
"Образование, наука","АКТЮБИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",45000,1136915
"Образование, наука","АСТАНА","высшее","до 3 лет",42500,1136899
"Образование, наука","АСТАНА","высшее","до 3 лет",42500,1136876
"Образование, наука","АСТАНА","высшее","до 3 лет",100000,1136862
"Образование, наука","АСТАНА","высшее","до 3 лет",100000,1136855
"Образование, наука","АСТАНА","высшее","до 3 лет",100000,1136850
"Образование, наука","АСТАНА","высшее","до 3 лет",100000,1136843
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",75000,1136626
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","Без опыта",45000,1136575
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",50000,1136471
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1136470
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",102102,1136468
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",63486,1136464
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",102102,1136463
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",102102,1136460
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",102102,1136455
"Образование, наука","АКМОЛИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",100000,1136450
"Образование, наука","АКМОЛИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",50000,1136449
"Образование, наука","АКМОЛИНСКАЯ ОБЛАСТЬ","высшее","3-5 лет",50000,1136446
"Образование, наука","ЖАМБЫЛСКАЯ ОБЛАСТЬ","высшее","3-5 лет",78000,1136335
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1136312
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1136310
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1136308
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1136305
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1136304
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1136302
"Образование, наука","АКТЮБИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",55000,1135999
"Образование, наука","АКТЮБИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",45000,1135789
"Образование, наука","АКТЮБИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",45000,1135788
"Образование, наука","АКТЮБИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",45000,1135787
"Образование, наука","АКТЮБИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",45000,1135786
"Образование, наука","АКТЮБИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",45000,1135785
"Образование, наука","АКТЮБИНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",45000,1135784
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","высшее","Без опыта",42500,1135556
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",80000,1135193
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",80000,1135190
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",80000,1135185
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",80000,1135174
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",80000,1135171
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",80000,1135164
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",80000,1135159
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",70000,1135072
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",60000,1135064
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",70000,1135034
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",80000,1135022
"Образование, наука","КОСТАНАЙСКАЯ ОБЛАСТЬ","высшее","Без опыта",180000,1135019
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",65000,1135018
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",65000,1135014
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",80000,1135010
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","до 3 лет",85000,1135002
"Образование, наука","КАРАГАНДИНСКАЯ ОБЛАСТЬ","послесреднее","Без опыта",42500,1134983
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",120000,1134850
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",93000,1134841
"Образование, наука","В-КАЗАХСТАНСКАЯ ОБЛАСТЬ","высшее","Без опыта",93000,1134834
